context,teacher,w,scale,query_index,step,optimization_time,attraction_norm,repulsion_norm,weighted_attraction_norm,weighted_repulsion_norm,repulsion_fraction,zero_denominator,preclip_norm,clipped,finite
temporal0,Uniform,0.3333333333333333,2,7113,0,0.0,0.8109220266342163,1.1407004594802856,1.0812293688456218,0.7604669729868571,0.4129165898381468,False,1.6023907661437988,False,True
temporal0,Uniform,0.3333333333333333,2,7113,1,0.005,0.11480715125799179,0.10006316751241684,0.15307620167732242,0.06670877834161122,0.3035183675238613,False,0.15842266380786896,False,True
temporal0,Uniform,0.3333333333333333,2,7113,10,0.05,0.2983509600162506,0.2218851000070572,0.39780128002166754,0.14792340000470477,0.2710586590981305,False,0.5446698665618896,False,True
temporal0,Uniform,0.3333333333333333,2,7113,50,0.25,0.5034902691841125,0.07125689089298248,0.6713203589121501,0.047504593928654984,0.06608645643270485,False,0.7188218832015991,False,True
temporal0,Uniform,0.3333333333333333,2,7113,100,0.5,0.8699604272842407,0.3422987163066864,1.1599472363789878,0.22819914420445758,0.1643912683823332,False,1.3841989040374756,False,True
temporal0,Uniform,0.3333333333333333,2,7113,199,0.995,0.19242969155311584,0.5195770263671875,0.25657292207082116,0.34638468424479163,0.5744760172466912,False,0.1771070510149002,False,True
temporal0,Uniform,0.3333333333333333,2,4145,0,0.0,0.3477141857147217,0.7638750076293945,0.46361891428629565,0.509250005086263,0.5234518185807583,False,0.922791063785553,False,True
temporal0,Uniform,0.3333333333333333,2,4145,1,0.005,1.3274401426315308,0.07493510842323303,1.7699201901753745,0.04995673894882202,0.027450613912042593,False,1.7777565717697144,False,True
temporal0,Uniform,0.3333333333333333,2,4145,10,0.05,2.3873744010925293,0.05086609721183777,3.1831658681233725,0.03391073147455851,0.010540852983978269,False,3.1702463626861572,False,True
temporal0,Uniform,0.3333333333333333,2,4145,50,0.25,1.3105692863464355,0.10446684807538986,1.747425715128581,0.06964456538359323,0.03832794258456676,False,1.7318851947784424,False,True
temporal0,Uniform,0.3333333333333333,2,4145,100,0.5,1.3481554985046387,0.17038732767105103,1.7975406646728518,0.11359155178070068,0.059436783495539686,False,1.7217397689819336,False,True
