query_index,celltype,tech,x,y,recall_at_5,recall_at_15
2454,alpha,smartseq2,16.389221,7.9449635,0.0,0.0
2455,alpha,smartseq2,14.903449,7.6416397,0.0,0.0
2456,alpha,smartseq2,6.0669003,13.401119,0.0,0.0
2457,alpha,smartseq2,15.965897,7.8613133,0.0,0.0666666666666666
2458,alpha,smartseq2,16.471828,7.738742,0.0,0.1333333333333333
2459,alpha,smartseq2,16.077305,8.281397,0.0,0.0666666666666666
2460,alpha,smartseq2,14.72823,6.3051124,0.0,0.1333333333333333
2461,alpha,smartseq2,15.854289,7.3335977,0.0,0.0
2462,alpha,smartseq2,15.72298,7.710206,0.0,0.0
2463,alpha,smartseq2,15.709669,9.052371,0.2,0.1333333333333333
2464,alpha,smartseq2,15.350607,7.2023454,0.0,0.0
2465,alpha,smartseq2,15.964888,7.968599,0.0,0.0
2466,alpha,smartseq2,14.735817,6.3725343,0.0,0.0
2467,alpha,smartseq2,16.426535,7.8944106,0.0,0.0
2468,alpha,smartseq2,16.08081,7.1874404,0.0,0.0
2469,alpha,smartseq2,15.259247,6.412975,0.0,0.0
2470,alpha,smartseq2,6.7404337,0.4375577,0.0,0.1333333333333333
2471,alpha,smartseq2,15.825157,8.274164,0.0,0.0
2472,alpha,smartseq2,16.523935,7.197707,0.0,0.0
2473,alpha,smartseq2,15.969945,7.7550445,0.0,0.0666666666666666
2474,alpha,smartseq2,15.431724,7.5434017,0.0,0.0
2475,alpha,smartseq2,15.631419,7.3598404,0.0,0.0
2476,alpha,smartseq2,15.895111,7.6825194,0.0,0.0
2477,alpha,smartseq2,13.481793,8.358169,0.6,0.4
2478,alpha,smartseq2,15.646782,7.3393736,0.0,0.1333333333333333
2479,alpha,smartseq2,15.725064,7.537949,0.0,0.0
2480,alpha,smartseq2,15.518555,8.813651,0.0,0.0
2481,alpha,smartseq2,16.522772,7.9275417,0.0,0.0666666666666666
2482,alpha,smartseq2,15.747106,7.815314,0.0,0.0666666666666666
2483,alpha,smartseq2,16.077147,7.67642,0.0,0.0666666666666666
2484,alpha,smartseq2,16.337904,7.613289,0.0,0.0
2485,alpha,smartseq2,16.603317,7.762334,0.0,0.0
2486,alpha,smartseq2,15.801176,7.7942147,0.0,0.0666666666666666
2487,alpha,smartseq2,16.034588,8.069199,0.0,0.1333333333333333
2488,alpha,smartseq2,14.685058,6.367825,0.0,0.0
2489,alpha,smartseq2,15.283603,8.183601,0.0,0.0
2490,alpha,smartseq2,15.260213,6.9809146,0.0,0.0666666666666666
2491,alpha,smartseq2,15.888642,8.047434,0.0,0.0
2492,alpha,smartseq2,15.738379,7.803762,0.0,0.0666666666666666
2493,alpha,smartseq2,15.74616,7.5921173,0.0,0.0
2494,alpha,smartseq2,13.44024,8.4183035,0.6,0.3333333333333333
2495,alpha,smartseq2,15.937165,7.432187,0.0,0.0666666666666666
2496,alpha,smartseq2,15.572749,7.8186674,0.0,0.0
2497,alpha,smartseq2,15.931425,7.5577917,0.0,0.0
2498,alpha,smartseq2,15.634275,7.6940837,0.0,0.0666666666666666
2499,alpha,smartseq2,16.679667,8.160693,0.0,0.1333333333333333
2500,alpha,smartseq2,16.311901,7.572892,0.0,0.0
2501,alpha,smartseq2,16.413385,7.674974,0.0,0.1333333333333333
2502,alpha,smartseq2,15.282248,7.239368,0.0,0.0
2503,alpha,smartseq2,14.673608,6.539157,0.0,0.0666666666666666
2504,alpha,smartseq2,16.240543,7.9184527,0.0,0.1333333333333333
2505,alpha,smartseq2,15.7910795,7.382295,0.0,0.0666666666666666
2506,alpha,smartseq2,15.8382845,7.5729938,0.0,0.1333333333333333
2507,alpha,smartseq2,16.283731,7.6610365,0.0,0.0666666666666666
2508,alpha,smartseq2,15.954985,7.7063603,0.0,0.0666666666666666
2509,alpha,smartseq2,15.893082,7.68998,0.0,0.0
2510,alpha,smartseq2,15.902488,8.124784,0.0,0.0666666666666666
2511,alpha,smartseq2,15.761007,7.3028417,0.0,0.0
2512,alpha,smartseq2,14.276163,9.140426,0.0,0.1333333333333333
2513,alpha,smartseq2,14.6657095,6.332246,0.2,0.0666666666666666
2514,alpha,smartseq2,13.560221,8.575145,0.2,0.1333333333333333
2515,alpha,smartseq2,15.783036,7.7299857,0.0,0.1333333333333333
2516,alpha,smartseq2,-2.4695325,10.083165,0.0,0.0
2517,alpha,smartseq2,16.515842,8.715714,0.0,0.0
2518,alpha,smartseq2,16.004477,7.247611,0.0,0.0
2519,alpha,smartseq2,15.975953,6.8684297,0.0,0.0
2520,alpha,smartseq2,6.5033565,0.8533699,0.0,0.0
2521,alpha,smartseq2,15.002423,7.1327133,0.0,0.0
2522,alpha,smartseq2,15.308447,8.679465,0.0,0.0
2523,alpha,smartseq2,15.924249,7.741347,0.0,0.0
2524,alpha,smartseq2,16.329165,7.7059,0.0,0.0
2525,alpha,smartseq2,15.94561,7.516051,0.0,0.0
2526,alpha,smartseq2,16.31578,7.790832,0.0,0.0666666666666666
2527,alpha,smartseq2,16.16161,7.6381626,0.0,0.0
2528,alpha,smartseq2,15.949178,7.8429966,0.2,0.0666666666666666
2529,alpha,smartseq2,14.693822,6.6184325,0.0,0.0
2530,alpha,smartseq2,16.038462,7.7904305,0.0,0.0
2531,alpha,smartseq2,15.713921,7.5229774,0.0,0.0
2532,alpha,smartseq2,14.8699,6.9799185,0.0,0.1333333333333333
2533,alpha,smartseq2,15.819911,7.799779,0.2,0.0666666666666666
2534,alpha,smartseq2,15.7548065,7.641109,0.0,0.1333333333333333
2535,alpha,smartseq2,14.2939415,9.395193,0.0,0.0666666666666666
2536,alpha,smartseq2,16.400684,7.70456,0.0,0.0666666666666666
2537,alpha,smartseq2,16.019638,7.6707325,0.0,0.0
2538,alpha,smartseq2,15.36531,9.5159025,0.2,0.2666666666666666
2539,alpha,smartseq2,15.982834,8.099509,0.0,0.0
2540,alpha,smartseq2,15.826876,7.658684,0.0,0.0
2541,alpha,smartseq2,14.23479,6.7374945,0.0,0.0666666666666666
2542,alpha,smartseq2,16.134796,7.642254,0.0,0.0
2543,alpha,smartseq2,15.711683,8.049533,0.0,0.0666666666666666
2544,alpha,smartseq2,16.360384,7.764153,0.0,0.0
2545,alpha,smartseq2,15.033124,6.5822535,0.0,0.2
2546,alpha,smartseq2,14.453825,6.564743,0.0,0.2
2547,alpha,smartseq2,-2.4468808,9.3543415,0.0,0.0
2548,alpha,smartseq2,15.74878,7.4443355,0.0,0.0
2549,alpha,smartseq2,16.185617,7.907427,0.0,0.0
2550,alpha,smartseq2,16.15718,7.865002,0.0,0.0
2551,alpha,smartseq2,16.040892,7.9296904,0.0,0.2
2552,alpha,smartseq2,15.546248,7.9735055,0.0,0.0
2553,alpha,smartseq2,15.969367,8.2116375,0.0,0.0666666666666666
2554,alpha,smartseq2,15.9411745,6.5203977,0.2,0.2
2555,alpha,smartseq2,16.075018,8.00867,0.0,0.1333333333333333
2556,alpha,smartseq2,15.989545,8.010486,0.0,0.0666666666666666
2557,alpha,smartseq2,15.488132,7.6017103,0.0,0.0
2558,alpha,smartseq2,16.006947,7.6246796,0.0,0.0
2559,alpha,smartseq2,13.8910475,9.34883,0.0,0.0
2560,alpha,smartseq2,15.768034,7.328492,0.0,0.0666666666666666
2561,alpha,smartseq2,15.793766,7.7654395,0.0,0.0666666666666666
2562,alpha,smartseq2,15.76894,7.2608967,0.0,0.0
2563,alpha,smartseq2,15.714197,7.5673327,0.0,0.0
2564,alpha,smartseq2,15.936759,7.621883,0.0,0.0
2565,alpha,smartseq2,15.555084,7.7199273,0.0,0.0
2566,alpha,smartseq2,15.8958645,7.81455,0.0,0.0
2567,alpha,smartseq2,16.051317,7.9734683,0.0,0.1333333333333333
2568,alpha,smartseq2,14.991271,6.2875824,0.0,0.0
2569,alpha,smartseq2,13.4408,8.464367,0.8,0.4
2570,alpha,smartseq2,15.044529,7.3181963,0.0,0.0
2571,alpha,smartseq2,15.761483,7.925283,0.2,0.0666666666666666
2572,alpha,smartseq2,14.397833,6.480486,0.0,0.0
2573,alpha,smartseq2,16.090551,7.96075,0.0,0.0666666666666666
2574,alpha,smartseq2,16.495089,7.6129603,0.0,0.0
2575,alpha,smartseq2,16.639297,8.025121,0.0,0.1333333333333333
2576,alpha,smartseq2,15.303477,7.1534295,0.0,0.0
2577,alpha,smartseq2,15.25349,8.7219,0.0,0.0
2578,alpha,smartseq2,15.514817,6.5030394,0.0,0.0
2579,alpha,smartseq2,15.916682,8.033385,0.0,0.0666666666666666
2580,alpha,smartseq2,15.699134,7.7543283,0.0,0.0666666666666666
2581,alpha,smartseq2,16.010317,7.8958826,0.0,0.0666666666666666
2582,alpha,smartseq2,14.696644,6.3724375,0.0,0.0
2583,alpha,smartseq2,15.760941,7.9056654,0.0,0.0
2584,alpha,smartseq2,15.893974,8.117143,0.2,0.0666666666666666
2585,alpha,smartseq2,15.112157,6.9845114,0.0,0.0
2586,alpha,smartseq2,15.4380245,6.504885,0.0,0.0
2587,alpha,smartseq2,15.869556,7.8904376,0.0,0.0666666666666666
2588,alpha,smartseq2,15.776621,7.014058,0.0,0.0
2589,alpha,smartseq2,15.843824,9.031341,0.0,0.3333333333333333
2590,alpha,smartseq2,15.986674,7.871318,0.0,0.0666666666666666
2591,alpha,smartseq2,15.556036,7.071447,0.0,0.0666666666666666
2592,alpha,smartseq2,14.499124,6.6229744,0.0,0.0666666666666666
2593,alpha,smartseq2,15.869448,6.86886,0.0,0.0
2594,alpha,smartseq2,15.018324,7.2302284,0.0,0.0
2595,alpha,smartseq2,16.266745,8.098803,0.0,0.0
2596,alpha,smartseq2,14.914141,6.76683,0.0,0.0
2597,alpha,smartseq2,14.586642,7.2360926,0.0,0.0
2598,alpha,smartseq2,14.408523,6.3729424,0.0,0.3333333333333333
2599,alpha,smartseq2,16.05209,8.016497,0.2,0.2
2600,alpha,smartseq2,15.428454,7.890703,0.2,0.0666666666666666
2601,alpha,smartseq2,15.369702,6.7661643,0.0,0.0666666666666666
2602,alpha,smartseq2,15.193948,7.239399,0.0,0.0
2603,alpha,smartseq2,14.793436,6.396282,0.0,0.0
2604,alpha,smartseq2,15.932454,7.708706,0.0,0.0
2605,alpha,smartseq2,14.978329,8.146171,0.0,0.0
2606,alpha,smartseq2,16.284695,7.6956143,0.0,0.0666666666666666
2607,alpha,smartseq2,16.070349,7.549223,0.0,0.0
2608,alpha,smartseq2,15.42567,7.1572156,0.0,0.0666666666666666
2609,alpha,smartseq2,15.146633,6.899319,0.0,0.0
2610,alpha,smartseq2,15.754057,7.217799,0.2,0.0666666666666666
2611,alpha,smartseq2,15.962751,8.063097,0.0,0.0666666666666666
2612,alpha,smartseq2,15.688285,8.293641,0.0,0.0666666666666666
2613,alpha,smartseq2,15.300264,7.5785437,0.0,0.0
2614,alpha,smartseq2,16.139343,8.017961,0.0,0.0
2615,alpha,smartseq2,15.459388,7.5973115,0.0,0.0
2616,alpha,smartseq2,15.980944,7.8687215,0.0,0.0
2617,alpha,smartseq2,15.546027,7.665009,0.0,0.0
2618,alpha,smartseq2,15.590277,7.1680565,0.0,0.0
2619,alpha,smartseq2,15.705816,8.896742,0.0,0.0666666666666666
2620,alpha,smartseq2,15.912914,7.7991166,0.2,0.0666666666666666
2621,alpha,smartseq2,14.820471,6.5708723,0.0,0.1333333333333333
2622,alpha,smartseq2,13.95635,8.959449,0.0,0.0666666666666666
2623,alpha,smartseq2,14.739553,8.1826315,0.0,0.0
2624,alpha,smartseq2,15.295584,7.2762337,0.0,0.0666666666666666
2625,alpha,smartseq2,15.830029,8.136477,0.0,0.0
2626,alpha,smartseq2,14.48987,6.570392,0.0,0.0
2627,alpha,smartseq2,15.098268,7.685775,0.0,0.0
2628,alpha,smartseq2,15.852893,7.974039,0.0,0.0
2629,alpha,smartseq2,14.773803,6.5867486,0.0,0.0
2630,alpha,smartseq2,16.075958,7.9246836,0.2,0.0666666666666666
2631,alpha,smartseq2,15.897123,8.029261,0.0,0.1333333333333333
2632,alpha,smartseq2,15.691502,8.027378,0.2,0.0666666666666666
2633,alpha,smartseq2,15.95381,8.6762905,0.0,0.0
2634,alpha,smartseq2,14.614551,8.1453705,0.0,0.0
2635,alpha,smartseq2,15.769636,7.175817,0.0,0.0
2636,delta,celseq2,15.720873,6.3885393,0.0,0.0
2637,delta,celseq2,16.780338,17.466902,0.0,0.0
2638,delta,celseq2,17.089975,17.440725,0.0,0.0
2639,delta,celseq2,17.048616,17.657251,0.0,0.2
2640,delta,celseq2,17.02776,17.342655,0.0,0.0
2641,delta,celseq2,16.647326,17.617697,0.0,0.0
2642,delta,celseq2,15.952464,6.4085093,0.0,0.0
2643,delta,celseq2,15.689712,6.449859,0.0,0.0
2644,delta,celseq2,6.74441,13.137601,0.0,0.0
2645,delta,celseq2,16.975107,17.621603,0.0,0.1333333333333333
2646,delta,celseq2,16.128725,17.512333,0.0,0.0
2647,delta,celseq2,15.408175,6.300131,0.0,0.0
2648,delta,celseq2,16.80791,17.436249,0.0,0.2
2649,delta,celseq2,15.559169,6.5451016,0.0,0.0
2650,delta,celseq2,17.033033,17.243738,0.0,0.0666666666666666
2651,delta,celseq2,16.001331,17.67503,0.0,0.0666666666666666
2652,delta,celseq2,16.451818,17.203878,0.0,0.1333333333333333
2653,delta,celseq2,16.688616,17.12306,0.0,0.1333333333333333
2654,delta,celseq2,17.08925,17.641567,0.0,0.2
2655,delta,celseq2,16.681744,17.287704,0.0,0.0666666666666666
2656,delta,celseq2,15.682156,6.4902163,0.0,0.0
2657,delta,celseq2,16.513487,17.32728,0.2,0.2666666666666666
2658,delta,celseq2,17.125303,17.614445,0.0,0.2
2659,delta,celseq2,17.057447,17.479776,0.0,0.1333333333333333
2660,delta,celseq2,16.694157,17.21182,0.2,0.1333333333333333
2661,delta,celseq2,16.30038,17.406878,0.0,0.0
2662,delta,celseq2,17.118877,17.509884,0.0,0.0666666666666666
2663,delta,celseq2,16.554502,17.23479,0.0,0.0
2664,delta,celseq2,16.151787,17.31452,0.0,0.0666666666666666
2665,delta,celseq2,15.8374405,6.617676,0.0,0.0
2666,delta,celseq2,15.959251,6.6592402,0.0,0.0
2667,delta,celseq2,17.083576,17.661919,0.2,0.1333333333333333
2668,delta,celseq2,15.7468405,6.706631,0.0,0.0
2669,delta,celseq2,16.67944,17.468355,0.2,0.0666666666666666
2670,delta,celseq2,16.959532,17.322557,0.0,0.0
2671,delta,celseq2,16.77219,17.229519,0.0,0.1333333333333333
2672,delta,celseq2,15.782787,6.8989625,0.0,0.0
2673,delta,celseq2,16.487087,17.316193,0.0,0.0666666666666666
2674,delta,celseq2,16.966484,17.642326,0.0,0.0666666666666666
2675,delta,celseq2,16.925804,17.48221,0.0,0.2
2676,delta,celseq2,16.254139,17.213896,0.0,0.0
2677,delta,celseq2,16.714663,17.149813,0.2,0.2
2678,delta,celseq2,16.924318,17.199858,0.0,0.0
2679,delta,celseq2,16.869486,17.360977,0.2,0.0666666666666666
2680,delta,celseq2,15.443427,6.6731167,0.0,0.0
2681,delta,celseq2,16.746717,17.148054,0.2,0.0666666666666666
2682,delta,celseq2,15.292292,6.4626384,0.0,0.0
2683,delta,celseq2,16.728931,17.386026,0.0,0.1333333333333333
2684,delta,celseq2,16.806185,17.127552,0.0,0.0666666666666666
2685,delta,celseq2,16.746689,17.06227,0.0,0.1333333333333333
2686,delta,celseq2,16.23811,16.962364,0.0,0.6666666666666666
2687,delta,celseq2,16.10965,17.190607,0.0,0.0
2688,delta,celseq2,17.013147,17.447254,0.0,0.2
2689,delta,celseq2,16.970043,17.159258,0.0,0.1333333333333333
2690,delta,celseq2,16.78569,17.637568,0.0,0.1333333333333333
2691,delta,celseq2,15.871148,6.340387,0.0,0.0
2692,delta,celseq2,16.54554,17.385124,0.0,0.0666666666666666
2693,delta,celseq2,16.696417,17.319778,0.0,0.0
2694,delta,celseq2,16.826366,17.425896,0.0,0.0
2695,delta,celseq2,16.18194,17.322851,0.0,0.0
2696,delta,celseq2,16.703117,17.071291,0.0,0.1333333333333333
2697,delta,celseq2,15.329693,6.408944,0.0,0.0
2698,delta,celseq2,16.90479,17.389381,0.0,0.1333333333333333
2699,delta,celseq2,16.525595,18.070791,0.0,0.0666666666666666
2700,delta,celseq2,16.72866,17.293913,0.0,0.0
2701,delta,celseq2,17.099817,17.719578,0.0,0.1333333333333333
2702,delta,celseq2,16.888983,17.515938,0.0,0.0
2703,delta,celseq2,17.115444,17.660425,0.0,0.0666666666666666
2704,delta,celseq2,16.213112,17.495117,0.2,0.2
2705,delta,celseq2,17.124315,17.595316,0.0,0.0
2706,delta,celseq2,16.872028,17.325712,0.0,0.0666666666666666
2707,delta,celseq2,17.13827,17.70868,0.2,0.1333333333333333
2708,delta,celseq2,16.86803,17.302437,0.0,0.0666666666666666
2709,delta,celseq2,16.901707,17.29141,0.0,0.1333333333333333
2710,delta,celseq2,16.116358,17.48819,0.2,0.2
2711,delta,celseq2,16.963285,17.22201,0.0,0.0
2712,delta,celseq2,16.842966,17.081593,0.2,0.0666666666666666
2713,delta,celseq2,15.527951,6.4292355,0.0,0.0
2714,delta,celseq2,16.024082,17.24564,0.0,0.0666666666666666
2715,delta,celseq2,16.944063,17.360994,0.0,0.1333333333333333
2716,delta,celseq2,17.058243,17.599295,0.0,0.0666666666666666
2717,delta,celseq2,17.050257,17.254375,0.0,0.0666666666666666
2718,delta,celseq2,15.909288,6.802864,0.0,0.0
2719,delta,celseq2,17.146921,17.526684,0.0,0.0666666666666666
2720,delta,celseq2,17.187006,17.598412,0.0,0.0
2721,delta,celseq2,16.526398,17.24065,0.2,0.1333333333333333
2722,delta,celseq2,16.673645,17.385248,0.2,0.1333333333333333
2723,delta,celseq2,16.35402,17.383434,0.0,0.1333333333333333
2724,delta,celseq2,15.793058,6.3680406,0.0,0.0666666666666666
2725,delta,celseq2,16.096296,6.689427,0.0,0.0
2726,delta,celseq2,16.324732,17.191643,0.0,0.0
2727,delta,celseq2,16.102203,17.42705,0.0,0.1333333333333333
2728,delta,celseq2,16.871399,17.367926,0.0,0.1333333333333333
2729,delta,celseq2,16.938124,17.491388,0.0,0.0
2730,delta,celseq2,16.363003,17.352629,0.0,0.0666666666666666
2731,delta,celseq2,16.213812,17.040539,0.2,0.4
2732,delta,celseq2,16.755987,17.321323,0.2,0.0666666666666666
2733,delta,celseq2,16.4868,17.511318,0.0,0.2
2734,delta,celseq2,4.6370726,14.76304,0.0,0.0
2735,delta,celseq2,10.979464,0.42993903,0.0,0.0
2736,delta,celseq2,15.739013,6.3570404,0.0,0.0666666666666666
2737,delta,celseq2,16.222178,16.885866,0.4,0.6666666666666666
2738,delta,celseq2,16.63592,17.46124,0.0,0.1333333333333333
2739,delta,celseq2,16.560465,17.420198,0.0,0.0
2740,delta,celseq2,16.836386,17.206654,0.2,0.0666666666666666
2741,delta,celseq2,16.789856,17.2606,0.2,0.0666666666666666
2742,delta,celseq2,16.32613,17.1233,0.0,0.0666666666666666
2743,delta,celseq2,16.409323,17.128304,0.0,0.1333333333333333
2744,delta,celseq2,5.749718,15.125943,0.0,0.0666666666666666
2745,delta,celseq2,7.148976,13.737431,0.0,0.0
2746,delta,celseq2,16.187729,17.456045,0.0,0.2
2747,delta,celseq2,16.290781,17.410501,0.0,0.1333333333333333
2748,delta,celseq2,17.057842,17.650812,0.2,0.0666666666666666
2749,delta,celseq2,16.934881,17.47549,0.0,0.1333333333333333
2750,delta,celseq2,16.8457,17.541607,0.0,0.0666666666666666
2751,delta,celseq2,17.02838,17.690203,0.0,0.0666666666666666
2752,delta,celseq2,16.484213,17.370605,0.0,0.1333333333333333
2753,delta,celseq2,16.554665,17.14905,0.0,0.1333333333333333
2754,delta,celseq2,16.923477,17.347101,0.0,0.0666666666666666
2755,delta,celseq2,16.896385,17.45487,0.0,0.0666666666666666
2756,delta,celseq2,16.516369,17.174206,0.0,0.1333333333333333
2757,delta,celseq2,16.690218,17.101084,0.0,0.1333333333333333
2758,delta,celseq2,16.042175,17.337416,0.2,0.0666666666666666
2759,delta,celseq2,16.17316,17.043917,0.4,0.4
2760,delta,celseq2,16.535994,17.368307,0.2,0.2
2761,delta,celseq2,16.272623,17.086771,0.2,0.1333333333333333
2762,delta,celseq2,16.133287,17.06068,0.2,0.2666666666666666
2763,delta,celseq2,16.801008,17.05942,0.0,0.1333333333333333
2764,delta,celseq2,16.553436,17.271278,0.2,0.1333333333333333
2765,delta,celseq2,16.674427,17.02512,0.0,0.1333333333333333
2766,delta,celseq2,16.070526,17.462206,0.0,0.0666666666666666
2767,delta,celseq2,17.188356,17.523224,0.0,0.0
2768,delta,celseq2,16.676807,17.379068,0.0,0.1333333333333333
2769,delta,celseq2,15.971947,6.6304493,0.0,0.0
2770,delta,celseq2,16.566835,17.334993,0.0,0.0666666666666666
2771,delta,celseq2,16.295332,17.269417,0.0,0.0666666666666666
2772,delta,celseq2,16.11133,17.254936,0.0,0.1333333333333333
2773,delta,celseq2,16.943789,17.274698,0.0,0.0
2774,delta,celseq2,16.797382,17.087723,0.0,0.1333333333333333
2775,delta,celseq2,7.057881,14.983793,0.0,0.0666666666666666
2776,delta,celseq2,16.497078,17.538557,0.0,0.0
2777,delta,celseq2,15.684922,6.6233754,0.0,0.0
2778,delta,celseq2,16.180313,17.361423,0.0,0.0666666666666666
2779,delta,celseq2,16.93348,17.180937,0.0,0.0666666666666666
2780,delta,celseq2,17.083776,17.42986,0.0,0.0
2781,delta,celseq2,15.614041,6.4117103,0.0,0.0
2782,delta,celseq2,16.16593,17.589798,0.0,0.0
2783,delta,celseq2,16.89846,17.468441,0.2,0.1333333333333333
2784,delta,celseq2,16.55094,17.276443,0.2,0.2
2785,delta,celseq2,16.240114,17.546856,0.0,0.2
2786,delta,celseq2,16.929598,17.349468,0.0,0.0666666666666666
2787,delta,celseq2,16.769197,17.609,0.0,0.0
2788,delta,celseq2,16.947786,17.124119,0.2,0.1333333333333333
2789,delta,celseq2,16.780478,17.205475,0.0,0.0
2790,delta,celseq2,16.20352,16.943325,0.6,0.6666666666666666
2791,delta,celseq2,16.377283,17.102192,0.0,0.2
2792,delta,celseq2,16.444757,17.681126,0.4,0.3333333333333333
2793,delta,celseq2,16.407688,17.348923,0.2,0.2
2794,delta,celseq2,16.365108,17.496794,0.0,0.1333333333333333
2795,delta,celseq2,15.597921,6.409658,0.0,0.0
2796,delta,celseq2,5.9110355,14.602039,0.0,0.0
2797,delta,celseq2,16.635675,17.609657,0.2,0.0666666666666666
2798,delta,celseq2,16.227068,17.626005,0.0,0.0
2799,delta,celseq2,16.663069,17.301466,0.0,0.0
2800,delta,celseq2,16.319096,17.357536,0.0,0.0666666666666666
2801,delta,celseq2,16.838594,17.405558,0.0,0.0
2802,delta,celseq2,16.202736,17.100262,0.0,0.2
2803,delta,celseq2,15.909247,7.0182915,0.0,0.0
2804,delta,celseq2,16.384771,17.524946,0.0,0.0666666666666666
2805,delta,celseq2,16.011942,17.753906,0.2,0.2666666666666666
2806,delta,celseq2,16.355944,17.130037,0.0,0.0666666666666666
2807,delta,celseq2,16.246468,17.338379,0.0,0.0666666666666666
2808,delta,celseq2,16.646704,17.048883,0.0,0.1333333333333333
2809,delta,celseq2,16.484392,17.296595,0.0,0.0666666666666666
2810,delta,celseq2,15.814817,6.653341,0.0,0.0
2811,delta,celseq2,16.845114,17.81558,0.2,0.0666666666666666
2812,delta,celseq2,15.950506,17.552462,0.0,0.2
2813,delta,celseq2,16.487148,17.294043,0.0,0.0666666666666666
2814,delta,celseq2,16.303656,17.243723,0.0,0.0666666666666666
2815,delta,celseq2,15.79963,6.948678,0.0,0.0
2816,delta,celseq2,16.07082,17.527575,0.2,0.3333333333333333
2817,delta,celseq2,17.057085,17.54842,0.2,0.0666666666666666
2818,delta,celseq2,16.140533,17.512129,0.0,0.1333333333333333
2819,delta,celseq2,16.747377,17.696077,0.0,0.1333333333333333
2820,delta,celseq2,16.180588,17.308258,0.2,0.1333333333333333
2821,delta,celseq2,15.771125,6.6060944,0.0,0.0
2822,delta,celseq2,16.287174,17.39498,0.0,0.0
2823,delta,celseq2,16.069326,17.672823,0.2,0.1333333333333333
2824,delta,celseq2,16.491962,17.390549,0.0,0.0666666666666666
2825,delta,celseq2,16.047583,17.381779,0.2,0.2
2826,delta,celseq2,17.033947,17.278627,0.0,0.0666666666666666
2827,delta,celseq2,16.654404,17.473894,0.0,0.2
2828,delta,celseq2,16.783855,17.031319,0.2,0.2666666666666666
2829,delta,celseq2,16.30322,17.325827,0.0,0.0
2830,delta,celseq2,16.797052,17.156376,0.0,0.1333333333333333
2831,delta,celseq2,16.471048,17.343653,0.0,0.3333333333333333
2832,delta,celseq2,16.046932,17.58988,0.0,0.2
2833,delta,celseq2,16.619547,17.33591,0.0,0.1333333333333333
2834,delta,celseq2,17.049314,17.424839,0.0,0.0666666666666666
2835,delta,celseq2,16.339407,17.472696,0.0,0.0
2836,delta,celseq2,16.86329,17.36454,0.0,0.0666666666666666
2837,delta,celseq2,16.328358,17.35775,0.2,0.1333333333333333
2838,delta,celseq2,16.250233,17.463924,0.0,0.0
2839,delta,smartseq2,17.133568,17.453815,0.0,0.2
2840,delta,smartseq2,17.204338,17.313416,0.0,0.2
2841,delta,smartseq2,17.01964,17.281748,0.2,0.2
2842,delta,smartseq2,16.900175,17.577496,0.0,0.0
2843,delta,smartseq2,10.712467,19.394354,0.0,0.0
2844,delta,smartseq2,16.21865,6.841388,0.0,0.0
2845,delta,smartseq2,17.150967,17.74057,0.0,0.1333333333333333
2846,delta,smartseq2,16.703758,16.976345,0.4,0.2
2847,delta,smartseq2,17.163681,17.209328,0.4,0.2
2848,delta,smartseq2,16.948284,17.293491,0.0,0.2
2849,delta,smartseq2,17.013882,17.18667,0.0,0.1333333333333333
2850,delta,smartseq2,17.060162,17.465069,0.0,0.0
2851,delta,smartseq2,16.992247,17.035711,0.2,0.4
2852,delta,smartseq2,16.803408,17.368435,0.0,0.0
2853,delta,smartseq2,16.322962,16.966494,0.2,0.4
2854,delta,smartseq2,17.03882,17.004843,0.0,0.3333333333333333
2855,delta,smartseq2,16.833794,17.532885,0.0,0.0
2856,delta,smartseq2,17.0891,17.380934,0.0,0.1333333333333333
2857,delta,smartseq2,17.088009,17.35057,0.0,0.0666666666666666
2858,delta,smartseq2,17.166866,17.434984,0.2,0.3333333333333333
2859,delta,smartseq2,16.772882,17.159756,0.0,0.0
2860,delta,smartseq2,16.941525,17.08532,0.2,0.3333333333333333
2861,delta,smartseq2,16.292816,17.263865,0.2,0.0666666666666666
2862,delta,smartseq2,16.332287,16.945442,0.2,0.4666666666666667
2863,delta,smartseq2,16.401398,17.154192,0.0,0.0
2864,delta,smartseq2,16.967554,16.983307,0.2,0.2
2865,delta,smartseq2,16.186493,17.383993,0.0,0.0666666666666666
2866,delta,smartseq2,17.104828,17.2479,0.2,0.2666666666666666
2867,delta,smartseq2,16.879427,17.073854,0.2,0.4
2868,delta,smartseq2,17.145184,17.070187,0.2,0.1333333333333333
2869,delta,smartseq2,17.057848,17.188309,0.0,0.0666666666666666
2870,delta,smartseq2,16.925709,17.059267,0.0,0.1333333333333333
2871,delta,smartseq2,17.156418,17.180454,0.2,0.0666666666666666
2872,delta,smartseq2,17.012663,17.108292,0.4,0.2666666666666666
2873,delta,smartseq2,16.808895,17.03954,0.0,0.1333333333333333
2874,delta,smartseq2,17.052992,17.101954,0.0,0.0666666666666666
2875,delta,smartseq2,16.95263,17.310225,0.0,0.0666666666666666
2876,delta,smartseq2,17.059778,17.316301,0.0,0.0
2877,delta,smartseq2,16.955404,17.0798,0.2,0.2
2878,delta,smartseq2,16.807247,17.568514,0.0,0.0
2879,delta,smartseq2,16.938429,17.38616,0.0,0.1333333333333333
2880,delta,smartseq2,17.038435,17.366468,0.0,0.0
