comparison,condition,seed,split,group,delta_within_recall15,delta_abs_log_radius15,delta_log_radius15,delta_bridge_edge_loss15
FitGrid minus UMAP,disconnected,2,query,B_branch_0,-0.02000000000000013,0.055675153382223286,-0.1631148819251275,
FitGrid minus UMAP,disconnected,2,query,B_branch_1,0.01176470588235301,-0.0537215149578778,-0.3543883055019069,
FitGrid minus UMAP,disconnected,2,query,B_branch_2,-0.016470588235294015,-0.11453903904917728,-0.2546549141385223,
FitGrid minus UMAP,disconnected,2,query,B_branch_3,0.0006289308176100628,0.026874973350765496,-0.1639032170159029,
FitGrid minus UMAP,disconnected,2,query,B_branch_4,0.0068728522336768405,0.08174888849745393,-0.2487326681265425,
FitGrid minus UMAP,disconnected,2,query,B_branch_5,-0.013058419243986319,-0.009871825075048524,-0.0735479127818995,
FitGrid minus UMAP,disconnected,2,query,B_branch_6,-0.01132075471698113,-0.013470321484740977,-0.1319816260960812,
FitGrid minus UMAP,sparse_bridge,0,reference,all,-0.014598765432098704,0.04833299096181559,-0.0001409258261497997,0.07006109979633399
FitGrid minus UMAP,sparse_bridge,0,reference,internal,-0.012249999999999983,0.04447258715740482,-0.0108828034003099,0.1636363636363637
FitGrid minus UMAP,sparse_bridge,0,reference,A_spiral,-0.001999000499750214,0.0870779318238491,0.047286319479893396,0.33333333333333337
FitGrid minus UMAP,sparse_bridge,0,reference,B_tree,-0.00045045045045033483,-0.01342286094711842,-0.0782361841158479,0.17391304347826086
FitGrid minus UMAP,sparse_bridge,0,reference,C_ellipse,-0.03428285857071467,0.05967589082321312,-0.0017995251462583073,0.0
FitGrid minus UMAP,sparse_bridge,0,reference,bridge_AB,-0.05500000000000005,0.15558222299602179,0.2825337962385443,0.06583333333333341
FitGrid minus UMAP,sparse_bridge,0,reference,bridge_BC,-0.032916666666666816,0.03759385403787929,-0.01426870853683998,0.07
FitGrid minus UMAP,sparse_bridge,0,reference,B_branch_0,0.001481481481481528,0.024443035747105213,-0.2011768809432809,
FitGrid minus UMAP,sparse_bridge,0,reference,B_branch_1,0.0015686274509805198,-0.0742055162981019,-0.17408267621250922,
FitGrid minus UMAP,sparse_bridge,0,reference,B_branch_2,0.007843137254902044,-0.14979678712995093,-0.31484625596329724,
FitGrid minus UMAP,sparse_bridge,0,reference,B_branch_3,-0.0003144654088050869,0.08625853957797486,0.0984589306485063,0.31034482758620685
FitGrid minus UMAP,sparse_bridge,0,reference,B_branch_4,-0.008934707903780037,0.005191817945017108,0.07263385625542351,
FitGrid minus UMAP,sparse_bridge,0,reference,B_branch_5,0.0003436426116838476,-0.0757014987210019,-0.0529277517545934,
FitGrid minus UMAP,sparse_bridge,0,reference,B_branch_6,-0.0034591194968552896,0.05279934927706914,-0.04517508383620758,-0.05882352941176472
FitGrid minus UMAP,sparse_bridge,0,reference,bridge_near,-0.04119850187265883,0.08714911704090111,0.12266294798059191,0.07006109979633399
FitGrid minus UMAP,sparse_bridge,0,query,all,-0.0214506172839507,0.059290034113509194,-0.0084073154715327,0.0683865683865684
FitGrid minus UMAP,sparse_bridge,0,query,internal,-0.019266666666666654,0.056165411164545265,-0.020371135659062598,0.21428571428571436
FitGrid minus UMAP,sparse_bridge,0,query,A_spiral,-0.0020989505247374085,0.08344833693093123,0.047132072315620804,0.13333333333333341
FitGrid minus UMAP,sparse_bridge,0,query,B_tree,-0.00570570570570561,0.017087321167477465,-0.08865103583427798,-0.055555555555555525
FitGrid minus UMAP,sparse_bridge,0,query,C_ellipse,-0.049975012493753135,0.067901987554152,-0.019696812124460505,0.8888888888888888
FitGrid minus UMAP,sparse_bridge,0,query,bridge_AB,-0.05500000000000016,0.1623691523532614,0.295407909605987,0.06083333333333331
FitGrid minus UMAP,sparse_bridge,0,query,bridge_BC,-0.04249999999999987,0.034326489597854004,-0.013127035860805492,0.0708333333333333
FitGrid minus UMAP,sparse_bridge,0,query,B_branch_0,-0.014814814814814614,0.09639285126889247,-0.20286444390595548,
FitGrid minus UMAP,sparse_bridge,0,query,B_branch_1,-0.004705882352941337,-0.01837049132181079,-0.18315632719701563,
FitGrid minus UMAP,sparse_bridge,0,query,B_branch_2,0.007058823529411673,-0.0903167885759193,-0.2996556526415994,
FitGrid minus UMAP,sparse_bridge,0,query,B_branch_3,-0.015094339622641395,0.07914685271800953,0.11467770429555649,0.0
FitGrid minus UMAP,sparse_bridge,0,query,B_branch_4,-0.009621993127147843,0.06481595145709595,0.0312295499502713,
FitGrid minus UMAP,sparse_bridge,0,query,B_branch_5,-0.0020618556701029744,-0.09280950251166553,-0.0941315060244234,
FitGrid minus UMAP,sparse_bridge,0,query,B_branch_6,0.0006289308176100628,0.059141756026707515,-0.054708665508934495,-0.1428571428571429
FitGrid minus UMAP,sparse_bridge,0,query,bridge_near,-0.04469696969696957,0.08431883243538901,0.13521979851634522,0.0683865683865684
FitGrid minus UMAP,sparse_bridge,1,reference,all,-0.02566358024691351,0.03663855324613691,0.0003370274120532996,0.05213849287169041
FitGrid minus UMAP,sparse_bridge,1,reference,internal,-0.02454999999999996,0.038524925359747386,-0.0055948591054359,-0.1545454545454545
FitGrid minus UMAP,sparse_bridge,1,reference,A_spiral,-0.029785107446276826,0.0667321158899021,0.045213033347956094,-0.3
FitGrid minus UMAP,sparse_bridge,1,reference,B_tree,-0.0064564564564565385,0.008626156929177398,-0.04697853039535718,-0.1739130434782609
FitGrid minus UMAP,sparse_bridge,1,reference,C_ellipse,-0.03738130934532746,0.040171677520386695,-0.015081124753598907,0.0
FitGrid minus UMAP,sparse_bridge,1,reference,bridge_AB,-0.043749999999999845,0.1467043399245918,0.0092395443006131,0.015416666666666703
FitGrid minus UMAP,sparse_bridge,1,reference,bridge_BC,-0.03541666666666676,-0.12058653627258109,0.13973167346072318,0.09833333333333338
FitGrid minus UMAP,sparse_bridge,1,reference,B_branch_0,0.0022222222222222365,0.08258833371337654,-0.1408065494704622,
FitGrid minus UMAP,sparse_bridge,1,reference,B_branch_1,0.012941176470588123,-0.19307005092031915,-0.25587547390243504,
FitGrid minus UMAP,sparse_bridge,1,reference,B_branch_2,-0.020392156862745092,0.1643336550603549,0.145435794765025,
FitGrid minus UMAP,sparse_bridge,1,reference,B_branch_3,-0.01918238993710697,0.046187177982554506,0.08750130888498692,-0.034482758620689696
FitGrid minus UMAP,sparse_bridge,1,reference,B_branch_4,-0.01305841924398643,-0.05623966849642281,-0.1673304389425223,
FitGrid minus UMAP,sparse_bridge,1,reference,B_branch_5,-0.008934707903779926,0.08311210910907019,0.04315075752402481,
FitGrid minus UMAP,sparse_bridge,1,reference,B_branch_6,0.002830188679245116,-0.063658523366532,-0.060919327438686305,-0.411764705882353
FitGrid minus UMAP,sparse_bridge,1,reference,bridge_near,-0.039513108614232406,0.005536021286311643,0.07805219347912079,0.05213849287169041
FitGrid minus UMAP,sparse_bridge,1,query,all,-0.032592592592592506,0.04070089216346673,-0.0076532422465184005,0.06183456183456189
FitGrid minus UMAP,sparse_bridge,1,query,internal,-0.0319666666666667,0.04244493317898712,-0.0139035478936613,0.02380952380952378
FitGrid minus UMAP,sparse_bridge,1,query,A_spiral,-0.03318340829585198,0.06156339870011571,0.04323238045898441,-0.3333333333333333
FitGrid minus UMAP,sparse_bridge,1,query,B_tree,-0.0067067067067067,0.014351115666710712,-0.049004720363401116,-0.11111111111111119
FitGrid minus UMAP,sparse_bridge,1,query,C_ellipse,-0.05597201399300333,0.05137816550369989,-0.0359909292225489,0.8888888888888888
FitGrid minus UMAP,sparse_bridge,1,query,bridge_AB,-0.04583333333333317,0.1449487193840812,0.0092373541515312,0.024166666666666697
FitGrid minus UMAP,sparse_bridge,1,query,bridge_BC,-0.03500000000000003,-0.10714796044515701,0.13171380253400605,0.10083333333333339
FitGrid minus UMAP,sparse_bridge,1,query,B_branch_0,0.0066666666666663765,0.13043264898108464,-0.16437420799181052,
FitGrid minus UMAP,sparse_bridge,1,query,B_branch_1,1.1102230246251565e-16,-0.15255542714991183,-0.25049366954407226,
FitGrid minus UMAP,sparse_bridge,1,query,B_branch_2,-0.0117647058823529,0.1521668175576899,0.1609349085043597,
FitGrid minus UMAP,sparse_bridge,1,query,B_branch_3,-0.026415094339622747,0.036060283883516786,0.09372448362406352,-0.0909090909090909
FitGrid minus UMAP,sparse_bridge,1,query,B_branch_4,-0.006185567010309367,-0.013519129577226119,-0.15838686138461477,
FitGrid minus UMAP,sparse_bridge,1,query,B_branch_5,-0.01855670103092788,0.05420281281818029,0.03259950454168939,
FitGrid minus UMAP,sparse_bridge,1,query,B_branch_6,0.010691823899371178,-0.09355444268825211,-0.07513577362993909,-0.1428571428571428
FitGrid minus UMAP,sparse_bridge,1,query,bridge_near,-0.03560606060606042,0.013171077539698817,0.07181397660797212,0.06183456183456189
FitGrid minus UMAP,sparse_bridge,2,reference,all,-0.024444444444444602,0.06076866240412021,-0.014030021645277299,0.0678207739307536
FitGrid minus UMAP,sparse_bridge,2,reference,internal,-0.021399999999999975,0.051069686956049964,-0.0202604997650154,-0.009090909090909094
FitGrid minus UMAP,sparse_bridge,2,reference,A_spiral,-0.030234882558720533,0.09691634024462581,-0.023803070003654198,0.10000000000000003
FitGrid minus UMAP,sparse_bridge,2,reference,B_tree,-0.006406406406406218,0.017871758357537737,-0.05802556122109109,-0.08695652173913043
FitGrid minus UMAP,sparse_bridge,2,reference,C_ellipse,-0.02753623188405796,0.0383711902590918,0.020990512647156095,0.0
FitGrid minus UMAP,sparse_bridge,2,reference,bridge_AB,-0.030416666666666536,0.12742421409420499,0.3321077590542401,0.0479166666666667
FitGrid minus UMAP,sparse_bridge,2,reference,bridge_BC,-0.09458333333333324,0.23658749691579156,-0.20440584935134176,0.09125
FitGrid minus UMAP,sparse_bridge,2,reference,B_branch_0,-0.006296296296296133,-0.01623903643843083,-0.43193800079550704,
FitGrid minus UMAP,sparse_bridge,2,reference,B_branch_1,-0.01098039215686275,-0.005349317926659769,-0.05156363864171998,
FitGrid minus UMAP,sparse_bridge,2,reference,B_branch_2,-0.0039215686274509665,-0.02189022005892033,-0.03826102788650476,
FitGrid minus UMAP,sparse_bridge,2,reference,B_branch_3,-0.014465408805031443,-0.053855504295126255,-0.0537833549633801,-0.31034482758620696
FitGrid minus UMAP,sparse_bridge,2,reference,B_branch_4,-0.0027491408934707806,0.005098132456380466,0.1379682112725068,
FitGrid minus UMAP,sparse_bridge,2,reference,B_branch_5,-0.0017182130584192379,0.08907881906880172,-0.0717626231422873,
FitGrid minus UMAP,sparse_bridge,2,reference,B_branch_6,-0.004402515723270439,0.11559419086503742,0.06739232576165052,0.2941176470588236
FitGrid minus UMAP,sparse_bridge,2,reference,bridge_near,-0.06067415730337089,0.1592497356727975,0.06058265773027588,0.0678207739307536
FitGrid minus UMAP,sparse_bridge,2,query,all,-0.028888888888888964,0.06708782637938948,-0.022693209628487802,0.0634725634725635
FitGrid minus UMAP,sparse_bridge,2,query,internal,-0.026499999999999968,0.05823898012693968,-0.0304348831543779,-0.07142857142857148
FitGrid minus UMAP,sparse_bridge,2,query,A_spiral,-0.023388305847076518,0.09673688957416668,-0.023062871131040497,0.2666666666666667
FitGrid minus UMAP,sparse_bridge,2,query,B_tree,-0.010810810810810922,0.03655016362484953,-0.0635051917037747,-0.38888888888888895
FitGrid minus UMAP,sparse_bridge,2,query,C_ellipse,-0.04527736131934046,0.041397370215532914,-0.004786167300806388,0.0
FitGrid minus UMAP,sparse_bridge,2,query,bridge_AB,-0.03249999999999997,0.1241081534953721,0.3426038693217778,0.045000000000000005
FitGrid minus UMAP,sparse_bridge,2,query,bridge_BC,-0.08499999999999985,0.231288655574654,-0.1944484504315,0.0866666666666667
FitGrid minus UMAP,sparse_bridge,2,query,B_branch_0,-0.019999999999999796,0.0572720738276678,-0.4450159928878377,
FitGrid minus UMAP,sparse_bridge,2,query,B_branch_1,-0.015686274509803866,0.00020897776202954965,-0.06327844935385679,
FitGrid minus UMAP,sparse_bridge,2,query,B_branch_2,-0.006274509803921635,0.003348225505073188,-0.05178411883459538,
FitGrid minus UMAP,sparse_bridge,2,query,B_branch_3,-0.010691823899371067,-0.014554559007630197,-0.04672577944879039,-0.5454545454545454
FitGrid minus UMAP,sparse_bridge,2,query,B_branch_4,-0.0027491408934707806,0.020290426038789777,0.1438340108365014,
FitGrid minus UMAP,sparse_bridge,2,query,B_branch_5,-0.01993127147766316,0.06876160010001303,-0.0914151821764343,
FitGrid minus UMAP,sparse_bridge,2,query,B_branch_6,-0.0018867924528300772,0.1112292148235933,0.0698642096486333,-0.1428571428571428
FitGrid minus UMAP,sparse_bridge,2,query,bridge_near,-0.05681818181818199,0.16286605834864565,0.0653329447555199,0.0634725634725635
FitGrid minus Uniform,disconnected,0,reference,all,0.0,0.0,0.0,
FitGrid minus Uniform,disconnected,0,reference,internal,0.0,0.0,0.0,
FitGrid minus Uniform,disconnected,0,reference,A_spiral,0.0,0.0,0.0,
FitGrid minus Uniform,disconnected,0,reference,B_tree,0.0,0.0,0.0,
FitGrid minus Uniform,disconnected,0,reference,C_ellipse,0.0,0.0,0.0,
FitGrid minus Uniform,disconnected,0,reference,B_branch_0,0.0,0.0,0.0,
FitGrid minus Uniform,disconnected,0,reference,B_branch_1,0.0,0.0,0.0,
FitGrid minus Uniform,disconnected,0,reference,B_branch_2,0.0,0.0,0.0,
FitGrid minus Uniform,disconnected,0,reference,B_branch_3,0.0,0.0,0.0,
FitGrid minus Uniform,disconnected,0,reference,B_branch_4,0.0,0.0,0.0,
FitGrid minus Uniform,disconnected,0,reference,B_branch_5,0.0,0.0,0.0,
FitGrid minus Uniform,disconnected,0,reference,B_branch_6,0.0,0.0,0.0,
FitGrid minus Uniform,disconnected,0,query,all,0.0001666666666666483,-0.0006498375913924215,0.0010067935817300033,
FitGrid minus Uniform,disconnected,0,query,internal,0.0001666666666666483,-0.0006498375913924215,0.0010067935817300033,
FitGrid minus Uniform,disconnected,0,query,A_spiral,0.00019990004997516575,-4.4224360542799435e-05,2.1038974891994522e-05,
FitGrid minus Uniform,disconnected,0,query,B_tree,0.0,-7.772274913203647e-05,0.0005457920695267002,
FitGrid minus Uniform,disconnected,0,query,C_ellipse,0.0002998500749625821,-0.0018267079211107817,0.0024528585440813933,
FitGrid minus Uniform,disconnected,0,query,B_branch_0,-0.0007407407407407085,-0.0006096865485623604,-0.0001601438731428928,
FitGrid minus Uniform,disconnected,0,query,B_branch_1,0.0,0.00011963872306280932,-0.0007846031305815959,
FitGrid minus Uniform,disconnected,0,query,B_branch_2,0.0007843137254901489,0.001318383394645517,-0.0008688702405294998,
FitGrid minus Uniform,disconnected,0,query,B_branch_3,0.0,-7.868952604211943e-05,0.0011328786216815018,
FitGrid minus Uniform,disconnected,0,query,B_branch_4,0.0006872852233675841,-0.0005906680012855992,0.0024467142522918983,
FitGrid minus Uniform,disconnected,0,query,B_branch_5,0.0006872852233676952,0.0006374381482133762,0.0010843487342162977,
FitGrid minus Uniform,disconnected,0,query,B_branch_6,-0.0012578616352202365,-0.0010879156230945985,0.0005269571683260976,
FitGrid minus Uniform,disconnected,1,reference,all,0.0,0.0,0.0,
FitGrid minus Uniform,disconnected,1,reference,internal,0.0,0.0,0.0,
FitGrid minus Uniform,disconnected,1,reference,A_spiral,0.0,0.0,0.0,
FitGrid minus Uniform,disconnected,1,reference,B_tree,0.0,0.0,0.0,
FitGrid minus Uniform,disconnected,1,reference,C_ellipse,0.0,0.0,0.0,
FitGrid minus Uniform,disconnected,1,reference,B_branch_0,0.0,0.0,0.0,
FitGrid minus Uniform,disconnected,1,reference,B_branch_1,0.0,0.0,0.0,
FitGrid minus Uniform,disconnected,1,reference,B_branch_2,0.0,0.0,0.0,
FitGrid minus Uniform,disconnected,1,reference,B_branch_3,0.0,0.0,0.0,
FitGrid minus Uniform,disconnected,1,reference,B_branch_4,0.0,0.0,0.0,
FitGrid minus Uniform,disconnected,1,reference,B_branch_5,0.0,0.0,0.0,
FitGrid minus Uniform,disconnected,1,reference,B_branch_6,0.0,0.0,0.0,
FitGrid minus Uniform,disconnected,1,query,all,0.00013333333333331865,-0.0002027790539754215,0.00041060487995291106,
FitGrid minus Uniform,disconnected,1,query,internal,0.00013333333333331865,-0.0002027790539754215,0.00041060487995291106,
FitGrid minus Uniform,disconnected,1,query,A_spiral,0.0009995002498749406,0.00011242517831799859,0.00021348172973480184,
FitGrid minus Uniform,disconnected,1,query,B_tree,-0.00020020020020017348,0.000586381078134468,-0.0005225166072004989,
FitGrid minus Uniform,disconnected,1,query,C_ellipse,-0.00039980009994999843,-0.0013059602697547135,0.0015394505345849852,
FitGrid minus Uniform,disconnected,1,query,B_branch_0,-0.0007407407407408195,1.7295865587296788e-05,-7.042343869601009e-05,
FitGrid minus Uniform,disconnected,1,query,B_branch_1,-0.0007843137254902599,0.0005704449574546189,0.0004385381509746933,
FitGrid minus Uniform,disconnected,1,query,B_branch_2,-0.0007843137254901489,0.0009283697467570851,0.0009087775667313003,
FitGrid minus Uniform,disconnected,1,query,B_branch_3,0.0,0.002391346979761677,-0.0007291407151542029,
FitGrid minus Uniform,disconnected,1,query,B_branch_4,0.0,-0.00023243612341178332,-0.002976639430974204,
FitGrid minus Uniform,disconnected,1,query,B_branch_5,0.0,-0.0009766551802578016,-0.0002494300679389966,
FitGrid minus Uniform,disconnected,1,query,B_branch_6,0.0006289308176100628,0.0011827641214899043,-0.0006222842426125974,
FitGrid minus Uniform,disconnected,2,reference,all,0.0,0.0,0.0,
FitGrid minus Uniform,disconnected,2,reference,internal,0.0,0.0,0.0,
FitGrid minus Uniform,disconnected,2,reference,A_spiral,0.0,0.0,0.0,
FitGrid minus Uniform,disconnected,2,reference,B_tree,0.0,0.0,0.0,
FitGrid minus Uniform,disconnected,2,reference,C_ellipse,0.0,0.0,0.0,
FitGrid minus Uniform,disconnected,2,reference,B_branch_0,0.0,0.0,0.0,
FitGrid minus Uniform,disconnected,2,reference,B_branch_1,0.0,0.0,0.0,
FitGrid minus Uniform,disconnected,2,reference,B_branch_2,0.0,0.0,0.0,
FitGrid minus Uniform,disconnected,2,reference,B_branch_3,0.0,0.0,0.0,
FitGrid minus Uniform,disconnected,2,reference,B_branch_4,0.0,0.0,0.0,
FitGrid minus Uniform,disconnected,2,reference,B_branch_5,0.0,0.0,0.0,
FitGrid minus Uniform,disconnected,2,reference,B_branch_6,0.0,0.0,0.0,
FitGrid minus Uniform,disconnected,2,query,all,0.00016666666666675933,-7.00147299412257e-05,-0.00010248722404070099,
FitGrid minus Uniform,disconnected,2,query,internal,0.00016666666666675933,-7.00147299412257e-05,-0.00010248722404070099,
FitGrid minus Uniform,disconnected,2,query,A_spiral,-0.00019990004997516575,-0.0003376378008809189,-2.5540049556807554e-05,
FitGrid minus Uniform,disconnected,2,query,B_tree,0.0003003003003002602,0.00022209878824719365,-0.00016508595367230317,
FitGrid minus Uniform,disconnected,2,query,C_ellipse,0.0003998000999502205,-9.40672258886166e-05,-0.00011692952006189805,
FitGrid minus Uniform,disconnected,2,query,B_branch_0,0.0,0.0008036134982494225,-0.000385023935429496,
FitGrid minus Uniform,disconnected,2,query,B_branch_1,-0.0007843137254901489,0.0003195810038986169,-0.00019563703581660166,
FitGrid minus Uniform,disconnected,2,query,B_branch_2,0.0023529411764705577,0.0005909092724752929,0.0005688349642231916,
FitGrid minus Uniform,disconnected,2,query,B_branch_3,-0.0012578616352201255,-0.0004385845717524983,9.24275303825911e-05,
FitGrid minus Uniform,disconnected,2,query,B_branch_4,0.0,-0.0006720963520536749,0.00044383785495119565,
FitGrid minus Uniform,disconnected,2,query,B_branch_5,0.0013745704467353903,0.0016080481737372754,0.00012781960934070413,
FitGrid minus Uniform,disconnected,2,query,B_branch_6,0.0006289308176099517,-0.00043487224018079473,-0.0016251415766843982,
FitGrid minus Uniform,sparse_bridge,0,reference,all,0.0,0.0,0.0,0.0
FitGrid minus Uniform,sparse_bridge,0,reference,internal,0.0,0.0,0.0,0.0
FitGrid minus Uniform,sparse_bridge,0,reference,A_spiral,0.0,0.0,0.0,0.0
FitGrid minus Uniform,sparse_bridge,0,reference,B_tree,0.0,0.0,0.0,0.0
FitGrid minus Uniform,sparse_bridge,0,reference,C_ellipse,0.0,0.0,0.0,0.0
FitGrid minus Uniform,sparse_bridge,0,reference,bridge_AB,0.0,0.0,0.0,0.0
FitGrid minus Uniform,sparse_bridge,0,reference,bridge_BC,0.0,0.0,0.0,0.0
FitGrid minus Uniform,sparse_bridge,0,reference,B_branch_0,0.0,0.0,0.0,
FitGrid minus Uniform,sparse_bridge,0,reference,B_branch_1,0.0,0.0,0.0,
FitGrid minus Uniform,sparse_bridge,0,reference,B_branch_2,0.0,0.0,0.0,
FitGrid minus Uniform,sparse_bridge,0,reference,B_branch_3,0.0,0.0,0.0,0.0
FitGrid minus Uniform,sparse_bridge,0,reference,B_branch_4,0.0,0.0,0.0,
FitGrid minus Uniform,sparse_bridge,0,reference,B_branch_5,0.0,0.0,0.0,
FitGrid minus Uniform,sparse_bridge,0,reference,B_branch_6,0.0,0.0,0.0,0.0
FitGrid minus Uniform,sparse_bridge,0,reference,bridge_near,0.0,0.0,0.0,0.0
FitGrid minus Uniform,sparse_bridge,0,query,all,3.086419753084435e-05,-0.0001108700738453039,0.00020385025562159875,0.0
FitGrid minus Uniform,sparse_bridge,0,query,internal,0.0,-9.083871434473201e-05,0.00020726729389480142,-0.023809523809523836
FitGrid minus Uniform,sparse_bridge,0,query,A_spiral,-9.995002498741634e-05,0.00025825542056895356,-0.0001255176354399007,-0.06666666666666665
FitGrid minus Uniform,sparse_bridge,0,query,B_tree,0.00010010010010008674,-0.00017699129738868447,0.00038812904560900363,0.0
FitGrid minus Uniform,sparse_bridge,0,query,C_ellipse,0.0,-0.0003539094305067825,0.00035946162856440034,0.0
FitGrid minus Uniform,sparse_bridge,0,query,bridge_AB,0.0,-0.0002081336019061908,-9.354186750978877e-05,0.0008333333333333109
FitGrid minus Uniform,sparse_bridge,0,query,bridge_BC,0.0008333333333333526,-0.0005143905332999354,0.0004158164219253968,0.0
FitGrid minus Uniform,sparse_bridge,0,query,B_branch_0,0.0,-0.0010771825393063317,0.0013694118677173017,
FitGrid minus Uniform,sparse_bridge,0,query,B_branch_1,0.0007843137254901489,-0.0003466948863966035,-0.0002567079306386999,
FitGrid minus Uniform,sparse_bridge,0,query,B_branch_2,0.0007843137254902599,-0.00034010380628807235,0.0007973280716287029,
FitGrid minus Uniform,sparse_bridge,0,query,B_branch_3,0.0,9.914486445494752e-06,0.0001517750204564905,0.0
FitGrid minus Uniform,sparse_bridge,0,query,B_branch_4,0.0,0.000535492646898672,0.0002771893555557903,
FitGrid minus Uniform,sparse_bridge,0,query,B_branch_5,0.0,-5.634896642409126e-05,-0.00011047099227969731,
FitGrid minus Uniform,sparse_bridge,0,query,B_branch_6,-0.0006289308176099517,-9.509206805968784e-05,0.0005380597253843988,0.0
FitGrid minus Uniform,sparse_bridge,0,query,bridge_near,0.00037878787878797837,-0.0005948405504693222,0.0004353878574250014,0.0
FitGrid minus Uniform,sparse_bridge,1,reference,all,0.0,0.0,0.0,0.0
FitGrid minus Uniform,sparse_bridge,1,reference,internal,0.0,0.0,0.0,0.0
FitGrid minus Uniform,sparse_bridge,1,reference,A_spiral,0.0,0.0,0.0,0.0
FitGrid minus Uniform,sparse_bridge,1,reference,B_tree,0.0,0.0,0.0,0.0
FitGrid minus Uniform,sparse_bridge,1,reference,C_ellipse,0.0,0.0,0.0,0.0
FitGrid minus Uniform,sparse_bridge,1,reference,bridge_AB,0.0,0.0,0.0,0.0
FitGrid minus Uniform,sparse_bridge,1,reference,bridge_BC,0.0,0.0,0.0,0.0
FitGrid minus Uniform,sparse_bridge,1,reference,B_branch_0,0.0,0.0,0.0,
FitGrid minus Uniform,sparse_bridge,1,reference,B_branch_1,0.0,0.0,0.0,
FitGrid minus Uniform,sparse_bridge,1,reference,B_branch_2,0.0,0.0,0.0,
FitGrid minus Uniform,sparse_bridge,1,reference,B_branch_3,0.0,0.0,0.0,0.0
FitGrid minus Uniform,sparse_bridge,1,reference,B_branch_4,0.0,0.0,0.0,
FitGrid minus Uniform,sparse_bridge,1,reference,B_branch_5,0.0,0.0,0.0,
FitGrid minus Uniform,sparse_bridge,1,reference,B_branch_6,0.0,0.0,0.0,0.0
FitGrid minus Uniform,sparse_bridge,1,reference,bridge_near,0.0,0.0,0.0,0.0
FitGrid minus Uniform,sparse_bridge,1,query,all,0.00012345679012348842,-6.63766915636188e-05,0.0003095553778363,0.0
FitGrid minus Uniform,sparse_bridge,1,query,internal,0.00013333333333331865,-8.226288933838033e-05,0.00034264012762849974,0.0
FitGrid minus Uniform,sparse_bridge,1,query,A_spiral,0.0006996501749124695,-8.482056089129109e-05,3.725585346030236e-05,0.0
FitGrid minus Uniform,sparse_bridge,1,query,B_tree,-0.00040040040040034697,0.00021894049928422588,0.000312063481442304,0.0
FitGrid minus Uniform,sparse_bridge,1,query,C_ellipse,9.995002498752736e-05,-0.0003804570271147001,0.0006785552059346001,0.0
FitGrid minus Uniform,sparse_bridge,1,query,bridge_AB,-0.0008333333333332416,0.0004197339792502697,-0.0005899353656521993,0.0008333333333334081
FitGrid minus Uniform,sparse_bridge,1,query,bridge_BC,0.0008333333333332416,-0.00015533241800708142,0.0003819273765196529,-0.0008333333333332971
FitGrid minus Uniform,sparse_bridge,1,query,B_branch_0,-0.0007407407407408195,-8.701485270745657e-05,-0.000326843321147699,
FitGrid minus Uniform,sparse_bridge,1,query,B_branch_1,0.0,0.001067311684221972,0.0005264660134620125,
FitGrid minus Uniform,sparse_bridge,1,query,B_branch_2,0.0,3.1362359891318192e-06,0.00014029291479472628,
FitGrid minus Uniform,sparse_bridge,1,query,B_branch_3,-0.0012578616352201255,0.0003985049781936034,0.0011971666757654154,0.0
FitGrid minus Uniform,sparse_bridge,1,query,B_branch_4,0.0,-0.0011570098959192143,0.0007593535267868996,
FitGrid minus Uniform,sparse_bridge,1,query,B_branch_5,0.0006872852233676952,0.0018640150730225846,0.00018703728950009157,
FitGrid minus Uniform,sparse_bridge,1,query,B_branch_6,-0.0012578616352201255,-0.0004543716397971964,-0.0003596595110270939,0.0
FitGrid minus Uniform,sparse_bridge,1,query,bridge_near,2.220446049250313e-16,0.0001295976933523013,-0.00014804930626988178,0.0
FitGrid minus Uniform,sparse_bridge,2,reference,all,0.0,0.0,0.0,0.0
FitGrid minus Uniform,sparse_bridge,2,reference,internal,0.0,0.0,0.0,0.0
FitGrid minus Uniform,sparse_bridge,2,reference,A_spiral,0.0,0.0,0.0,0.0
FitGrid minus Uniform,sparse_bridge,2,reference,B_tree,0.0,0.0,0.0,0.0
FitGrid minus Uniform,sparse_bridge,2,reference,C_ellipse,0.0,0.0,0.0,0.0
FitGrid minus Uniform,sparse_bridge,2,reference,bridge_AB,0.0,0.0,0.0,0.0
FitGrid minus Uniform,sparse_bridge,2,reference,bridge_BC,0.0,0.0,0.0,0.0
FitGrid minus Uniform,sparse_bridge,2,reference,B_branch_0,0.0,0.0,0.0,
FitGrid minus Uniform,sparse_bridge,2,reference,B_branch_1,0.0,0.0,0.0,
FitGrid minus Uniform,sparse_bridge,2,reference,B_branch_2,0.0,0.0,0.0,
FitGrid minus Uniform,sparse_bridge,2,reference,B_branch_3,0.0,0.0,0.0,0.0
FitGrid minus Uniform,sparse_bridge,2,reference,B_branch_4,0.0,0.0,0.0,
FitGrid minus Uniform,sparse_bridge,2,reference,B_branch_5,0.0,0.0,0.0,
FitGrid minus Uniform,sparse_bridge,2,reference,B_branch_6,0.0,0.0,0.0,0.0
FitGrid minus Uniform,sparse_bridge,2,reference,bridge_near,0.0,0.0,0.0,0.0
FitGrid minus Uniform,sparse_bridge,2,query,all,-0.00021604938271602148,-0.00027900664617552806,0.00018988598000310025,0.0
