figure_name,purpose,relative_path,pdf_path,csv_path,inputs,split,training_seed,query_count,evaluation_region,creation,notes,metric_direction
exact_repulsion_matched_50_queries,保存済みablationの同一query比較,05_ablations/exact_repulsion_matched_50_queries.png,05_ablations/exact_repulsion_matched_50_queries.pdf,05_ablations/exact_repulsion_matched_50_queries.csv,/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/aggregate.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/manifest.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_exact_repulsion_diagnostic.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_fit_grid.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_fit_grid_oracle_neighbors.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_no_repulsion.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_reduced_repulsion_umap.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_standard_umap.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_uniform_mc.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_weighted_knn.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_fit_grid/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_fit_grid/temporal_split.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/cache/prepared_dataset.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/temporal_split.json,temporal holdout,0,50,final embedding,generated,Uniform/FitGrid restricted to the SAME saved 50 IDs. Full-sum exact is distinct from legacy MC repulsion oracle.,Recall/NDCG/cosine ↑; RMSE/density/MAE ↓; see axes
fit_grid_minus_uniform_recall_map_seed_0,保存2D座標とstageの対応表示,05_ablations/fit_grid_minus_uniform_recall_map_seed_0.png,05_ablations/fit_grid_minus_uniform_recall_map_seed_0.pdf,05_ablations/fit_grid_minus_uniform_recall_map_seed_0.csv,/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/aggregate.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/embeddings/uniform_mc.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/manifest.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_exact_repulsion_diagnostic.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_fit_grid.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_fit_grid_oracle_neighbors.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_no_repulsion.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_reduced_repulsion_umap.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_standard_umap.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_uniform_mc.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_weighted_knn.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_fit_grid/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_fit_grid/temporal_split.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/cache/prepared_dataset.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/temporal_split.json,temporal holdout,0,12543,final embedding,generated,All queries. Uniform query coordinates are display positions only; association is not causation.,Recall/NDCG/cosine ↑; RMSE/density/MAE ↓; see axes
existing_split_final_performance,同じqueryでの最終埋め込み性能,00_overview/existing_split_final_performance.png,00_overview/existing_split_final_performance.pdf,00_overview/existing_split_final_performance.csv,/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/aggregate.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/manifest.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_exact_repulsion_diagnostic.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_fit_grid.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_fit_grid_oracle_neighbors.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_no_repulsion.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_reduced_repulsion_umap.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_standard_umap.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_uniform_mc.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/per_query_weighted_knn.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/fit_grid/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/cache/prepared_dataset.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/main/metadata.json,existing split,not recorded in run metadata,6206,final embedding,copy of generated figure,All methods use identical query IDs. Recall is percent; groups are not independent replicates. | Overview physical copy of 01_existing_split/performance_by_method,Recall/NDCG/cosine ↑; RMSE/density/MAE ↓; see axes
temporal_seed_0_final_performance,同じqueryでの最終埋め込み性能,00_overview/temporal_seed_0_final_performance.png,00_overview/temporal_seed_0_final_performance.pdf,00_overview/temporal_seed_0_final_performance.csv,/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/aggregate.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/manifest.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_exact_repulsion_diagnostic.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_fit_grid.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_fit_grid_oracle_neighbors.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_no_repulsion.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_reduced_repulsion_umap.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_standard_umap.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_uniform_mc.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_weighted_knn.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_fit_grid/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_fit_grid/temporal_split.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/cache/prepared_dataset.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/temporal_split.json,temporal holdout,0,12543,final embedding,copy of generated figure,All methods use identical query IDs. Recall is percent; groups are not independent replicates. | Overview physical copy of 02_temporal_holdout/performance_by_method,Recall/NDCG/cosine ↑; RMSE/density/MAE ↓; see axes
temporal_paired_improvement_and_ci,query対応差と95% CI（FitGrid vs Uniformも掲載）,00_overview/temporal_paired_improvement_and_ci.png,00_overview/temporal_paired_improvement_and_ci.pdf,00_overview/temporal_paired_improvement_and_ci.csv,/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/aggregate.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/manifest.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_exact_repulsion_diagnostic.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_fit_grid.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_fit_grid_oracle_neighbors.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_no_repulsion.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_reduced_repulsion_umap.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_standard_umap.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_uniform_mc.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_weighted_knn.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_fit_grid/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_fit_grid/temporal_split.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/cache/prepared_dataset.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/temporal_split.json,temporal holdout,0,12543,final embedding,copy of generated figure,Improvement: ours-baseline for Recall/NDCG; baseline-ours for density. Paired cell bootstrap; fixed models and reference; not biological replication. | Overview physical copy of 02_temporal_holdout/paired_improvement_vs_standard_umap,Recall/NDCG/cosine ↑; RMSE/density/MAE ↓; see axes
temporal_interpolation_extrapolation_embeddings,保存2D座標とstageの対応表示,00_overview/temporal_interpolation_extrapolation_embeddings.png,00_overview/temporal_interpolation_extrapolation_embeddings.pdf,00_overview/temporal_interpolation_extrapolation_embeddings.csv,/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/aggregate.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/embeddings/fit_grid.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/embeddings/standard_umap.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/embeddings/uniform_mc.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/manifest.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_exact_repulsion_diagnostic.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_fit_grid.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_fit_grid_oracle_neighbors.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_no_repulsion.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_reduced_repulsion_umap.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_standard_umap.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_uniform_mc.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_weighted_knn.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_fit_grid/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_fit_grid/temporal_split.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/cache/prepared_dataset.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/temporal_split.json,temporal holdout,0,12543,final embedding,copy of generated figure,All saved queries; fixed stage colors. Standard UMAP has its own coordinate system; Uniform/FitGrid share axes. Equal aspect. | Overview physical copy of 02_temporal_holdout/embedding_interpolation_extrapolation_seed_0,Recall/NDCG/cosine ↑; RMSE/density/MAE ↓; see axes
fit_grid_uniform_seed_comparison,学習seed 0・1を別々の点として表示,00_overview/fit_grid_uniform_seed_comparison.png,00_overview/fit_grid_uniform_seed_comparison.pdf,00_overview/fit_grid_uniform_seed_comparison.csv,/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/aggregate.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/manifest.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_exact_repulsion_diagnostic.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_fit_grid.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_fit_grid_oracle_neighbors.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_no_repulsion.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_reduced_repulsion_umap.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_standard_umap.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_uniform_mc.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/per_query_weighted_knn.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/aggregate.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/manifest.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/per_query_fit_grid.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/per_query_uniform_mc.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_summary_seeds_0_1/manifest.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_summary_seeds_0_1/matched_seed_results.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_summary_seeds_0_1/matched_seed_summary.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_fit_grid/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_fit_grid/temporal_split.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/cache/prepared_dataset.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_holdout_uniform/temporal_split.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_seed_1_fit_grid/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_seed_1_fit_grid/temporal_split.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_seed_1_uniform/cache/prepared_dataset.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_seed_1_uniform/metadata.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/temporal_seed_1_uniform/temporal_split.json,see CSV,"0,1",12543,final embedding,copy of generated figure,Each seed is separate; cells are never pooled across seeds. Positive = better. Paired cell bootstrap; fixed models and reference; not biological replication. | Overview physical copy of 02_temporal_holdout/fit_grid_minus_uniform_by_seed,Recall/NDCG/cosine ↑; RMSE/density/MAE ↓; see axes
old_teacher_benchmark_rmse,旧教師推定器benchmarkの全保存設定,00_overview/old_teacher_benchmark_rmse.png,00_overview/old_teacher_benchmark_rmse.pdf,00_overview/old_teacher_benchmark_rmse.csv,/home/suzuki/Learn/UMAPing/results/embryo_repulsion_estimators/recovery_20260915T104741Z_406100/config/manifest.json;/home/suzuki/Learn/UMAPing/results/embryo_repulsion_estimators/recovery_20260915T104741Z_406100/metrics/estimator_metrics.csv,see CSV,0,1000,old teacher benchmark; near-reference validation,copy of generated figure,"All saved theta/grid settings retained. Stochastic: 50 repeats × 1,000 queries; deterministic: 1 × 1,000. Recorded timing only; separate model from main. | Overview physical copy of 03_teacher_estimators/estimator_rmse_by_method",Recall/NDCG/cosine ↑; RMSE/density/MAE ↓; see axes
old_teacher_benchmark_runtime_accuracy,旧教師推定器benchmarkの全保存設定,00_overview/old_teacher_benchmark_runtime_accuracy.png,00_overview/old_teacher_benchmark_runtime_accuracy.pdf,00_overview/old_teacher_benchmark_runtime_accuracy.csv,/home/suzuki/Learn/UMAPing/results/embryo_repulsion_estimators/recovery_20260915T104741Z_406100/config/manifest.json;/home/suzuki/Learn/UMAPing/results/embryo_repulsion_estimators/recovery_20260915T104741Z_406100/metrics/estimator_metrics.csv,see CSV,0,1000,old teacher benchmark; near-reference validation,copy of generated figure,"All saved theta/grid settings retained. Stochastic: 50 repeats × 1,000 queries; deterministic: 1 × 1,000. Recorded timing only; separate model from main. | Overview physical copy of 03_teacher_estimators/estimator_runtime_vs_rmse",Recall/NDCG/cosine ↑; RMSE/density/MAE ↓; see axes
learned_field_accuracy_by_region,保存exact値に対する学習済み場の精度,00_overview/learned_field_accuracy_by_region.png,00_overview/learned_field_accuracy_by_region.pdf,00_overview/learned_field_accuracy_by_region.csv,/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/exact_field/fit_grid.npy;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/exact_field/metrics.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/exact_field/uniform_mc.npy;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/exact_field/validation.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/fit_grid_evaluation/metrics/advanced_analysis.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/fit_grid_vs_main/uniform_mc_evaluation/metrics/advanced_analysis.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/exact_field/fit_grid.npy;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/exact_field/metrics.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/exact_field/uniform_mc.npy;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/exact_field/validation.npz;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/fit_grid_evaluation/metrics/advanced_analysis.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_holdout/uniform_mc_evaluation/metrics/advanced_analysis.json;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/exact_field/fit_grid.npy;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/exact_field/metrics.csv;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/exact_field/uniform_mc.npy;/home/suzuki/Learn/UMAPing/runs/embryoid_body/comparisons/temporal_seed_1/exact_field/validation.npz,see CSV,"0,1","1,000 near-reference / 300 grid",near reference trajectory vs spatial grid,copy of generated figure,"t = embedding optimization time, NOT biological stage. Different evaluation distributions are kept separate. Labels on time curves are point counts; seed-1 grid is missing. | Overview physical copy of 04_learned_field/field_accuracy_by_evaluation_region",Recall/NDCG/cosine ↑; RMSE/density/MAE ↓; see axes
